title,genre,description,author,bookformat,isbn,pages,image
Lapinvuokko,"Occult,Tarot","RovaniemelÃ¤inen Annikki Hallavaara on arvostetun metsÃ¤nhoitajaperheen ainoa tytÃ¤r. HÃ¤n painaa valkolakin pÃ¤Ã¤hÃ¤nsÃ¤ kevÃ¤Ã¤llÃ¤ 1939, mutta huoleton ylioppilaskesÃ¤ pÃ¤Ã¤ttyy pian sodan kurimukseen. ,Annikin valkolakki vaihtuu morsiushuntuun ja vÃ¤hÃ¤n myÃ¶hemmin jo suruharsoon. Jatkosodan alkaessa saksalaiset saapuvat Rovaniemelle, ja kielitaitoinen nuori nainen ajautuu 20. vuoristoarmeijan esikuntaan sihteerin ja tulkin tehtÃ¤viin â€“ kohtalokkain seurauksin. ,Taitavana historian kuvaajana tunnettu, rakastettu viihdekirjailija Enni Mustonen on tarttunut harvoin kuvattuun aiheeseen: Lapin sotaan ja sen vaikutuksiin naisten ja lasten elÃ¤mÃ¤ssÃ¤. Pohjatuulen tarinoita kasvaa kolmiosaiseksi romaanisarjaksi.",Enni Mustonen,Paperback,,255,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316509950l/10051947.jpg
Conservation and Globalization: A Study of National Parks and Indigenous Communities from East Africa to South Dakota,"Asian Literature,Japanese Literature,Humanities,Language,Nonfiction,Reference,Cultural,Japan","CONSERVATION AND GLOBALIZATION opens with a discussion of these two broad issues as they relate to the author's fieldwork with Maasai herding communities on the margins of Tarangire National Park in Tanzania. It explores different theoretical perspectives (Neo-Marxist and Foucauldian) on globalization and why both are relevant to the case studies presented. Readers are introduced to the practice of multi-sited ethnography and its centrality to the anthropological study of globalization. While drawing on examples from specific Maasai communities, the book is more broadly concerned with the historical and contemporary links between these communities and a global system of institutions, ideas, and money. The ecological incompatibility of Western national park-style conservation with East African savanna ecosystems and Maasai resource management practices, are highlighted. The concept of national parks is traced temporally and geographically from Maasai communities to the enclosure movement in 18th century England and westward expansion in 19th century North America. The relationships of parks to Judeo-Christian assumptions about ""man's place in nature,"" colonial ideologies like Manifest Destiny and the Civilizing Mission, and capitalist notions of private property and ""The Tragedy of the Commons,"" are explored. The book also looks at the latest conservation paradigm of ""Community-Based Conservation,"" and explores its connections to the Soviet Collapse, economic and political liberalization, and the global proliferation of NGOs.",Jim Igoe,Paperback,534613179,200,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347899633l/1005204.jpg
Exploring Japaneseness: On Japanese Enactments Of Culture And Consciousness,"Romance,Historical Romance,Category Romance,Harlequin,Westerns,Harlequin,Harlequin Historical,Historical,Romance","Today, the Japanese nation faces an identity crisis as it attempts to contend with the misfortunes endured in the 1990s: a downward economic spiral, a renewed crime wave, political corruption, and the failure of the government to take bold, new steps in response. ,Exploring Japaneseness,, a collection of new essays from many of the leading scholars and researchers in Japanese studies, including specialists in communication, linguistics, anthropology, psychology, and others, attempts to address the current state of what it means to be Japanese. The central questions of this volume are those that the nation of Japan is itself considering as it begins the third millennium; ,Exploring Japaneseness, provides a multidisciplinary perspective on what some of the answers might be.,Suitable for the informed layman and the specialist alike, the collection deals with such varied subjects as language, nationalism, rhetoric, and mass media, laying a foundation for inquiries into Japanese national and cultural identities by examining aspects of Japaneseness as enacted through everyday discourse or communication. By exploring the culture from the inside out, these esteemed scholars provide an expansive portrait of a complex and ever-evolving nation.",Ray T. Donahue,Paperback,1567505414,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180153522l/1005208.jpg
"Defeat Is the Only Bad News: Rwanda under Musinga, 1896â€“1931",,"A Rwandan proverb says â€œDefeat is the only bad news.â€ For Rwandans living under colonial rule, winning called not only for armed confrontation, but also for a battle of witsâ€”and not only with foreigners, but also with each other. In ,Defeat Is the Only Bad News, Alison Des Forges recounts the ambitions, strategies, and intrigues of an African royal court under Yuhi Musinga, the Rwandan ruler from 1896 to 1931. These were turbulent years for Rwanda, when first Germany and then Belgium pursued an aggressive plan of colonization there. At the time of the Europeansâ€™ arrival, Rwanda was also engaged in a succession dispute after the death of one of its most famous kings. Against this backdrop, the Rwandan court became the stage for a drama of Shakespearean proportions, filled with deceit, shrewd calculation, ruthless betrayal, and sometimes murder.,Â Â Â Â Â Â Â Â Â Â Â  Historians who study European expansion typically focus on interactions between colonizers and colonized; they rarely attend to relations among the different factions inhabiting occupied lands. Des Forges, drawing on oral histories and extensive archival research, reveals how divisions among different groups in Rwanda shaped their responses to colonial governments, missionaries, and traders. Rwandans, she shows, used European resources to extend their power, even as they sought to preserve the autonomy of the royal court. Europeans, for their part, seized on internal divisions to advance their own goals. Des Forgesâ€™s vividly narrated history, meticulously edited and introduced by David Newbury, provides a deep context for understanding the Rwandan civil war a century later.,Â ","Alison Liebhafsky Des Forges,David Newbury,Roger V. Des Forges",Paperback,299281442,256,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328827370l/10052102.jpg
"The Fool's Journey: the History, Art, & Symbolism of the Tarot","Science Fiction,Anthologies,Short Stories,Short Stories,Short Story Collection,Fiction","This is one of the best resources for understanding the Tarot's mystical symbolism. It includes an updated history based on Place's ,The Tarot: History Symbolism and Divination,, which Booklist said ""may be the best book ever written on ...the tarot."" ,This edition adds color illustrations of key works and comparative illustrations from the Renaissance, from alchemical texts, from ancient Egypt, and from occult sources. It views the Tarot as a 500-year visual conversation between artists, mystics, and occultists. ,The work is based on the 2010 Tarot exhibition at the LA Craft and Folk Art Museum, curated by Place, and includes the Visconti-Sforza Tarot, the 1st Italian printed deck, the oldest Tarot of Marseille, The 1st occult reference, the 1st occult Tarot, the 1st modern Tarot, the 1st New Age Tarot, and examples from popular modern decks including the Twilight Tarot, the Legacy Tarot, the Deviant Moon Tarot, the Annotated Tarot of the Sevenfold Mystery, and Place's Alchemical Tarot.",Robert M. Place,Paperback,557533503,128,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348010253l/10052128.jpg
Remembering the Kana,"Romance,Romance,Contemporary Romance,Westerns,Romance,Western Romance,Contemporary,Fiction,Adult,Animals,Horses","This book will help you teach yourself the writing and reading of all 46 characters each of Japanese hiragana and katakana syllabary from memory. By making use of a method of ""imaginative memory,"" introduced in this book, you will be saved from the order of repetition. Following the method, you will be able to write and read all Japanese Kana in three hours and retain them by means of the incredible mnemonic methods. Instructions at the bottom of each page will ask you to skip backwards and forwards through the book, following the best ""learning order."" The lessons will guide you step by step through this process. As an added bonus, the book includes a supplement on ""Learning How to Remember.""",James W. Heisig,Paperback,4889960724,153,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388633707l/1005212.jpg
Lady Lavender,"Childrens,Picture Books,Childrens,Childrens,Storytime,Humor,Animals,Folk Tales,Fables,Fantasy,Fairy Tales,Folklore,Fiction","WOUNDED SOLDIER, HEALING WIDOW ...,Widow Jeanne Nicolet's beautiful lavender fields are threatened by the advancing railroad. With her livelihood in danger, Jeanne will fight to protect her, and her little daughter's, future.,Constantly on the move, surveying the land, suits Colonel Washington Halliday just fine. He can escape the haunting memories of war that have left his emotions as damaged as his injured body.,Under the sultry heat of the Western sun, the scent of the purple fields is heady, but not as intoxicating as the lavender lady herself ...",Lynna Banning,Paperback,373296274,280,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327879694l/10052299.jpg
The Best of Omni Science Fiction No. 2,"Anthropology,Nonfiction,History,Academic,Read For School,Academic,College,Academic,School,Reference,Research,Reference","1981 The Best of OMNI Science Fiction No. 2 COLLECTOR'S EDITION (Paperback), featuring: First Publication of Robert Silverberg's Novella ""Waiting for the Earthquake;"" A Hugo Award-Winner by George R.R. Martin Plus: Orson Scott Card, Arthur C. Clarke, Suzy McKee Charnas, Robert Sheckley and Theodore Sturgeon Edited by Ben Bova and Don Myrus,The Mickey Mouse Olympics by Thomas Sullivan","Ben Bova,Robert Silverberg,George R.R. Martin,Orson Scott Card,Arthur C. Clarke,Suzy McKee Charnas,Robert Sheckley,Theodore Sturgeon,Thomas  Sullivan,Don Myrus",Paperback,9991651578,143,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388326716l/1005238.jpg
The Best of the Nebulas,"Cultural,Brazil","The Nebula - the most prestigious award in the science fiction field - is presented each year by science fiction authors to their colleagues for the best work in that year.The Nebula Award has been given for twenty-five years. To honor its silver anniversary, Tor is proud to present ,THE BEST OF THE NEBULAS,. Includes complete lists of twenty-five years of Nebula winners AND brand-new introductions by the authors of the chosen stories.,Contains the best SF stories published between 1965 and 1985.,- The Doors of His Face, the Lamps of His Mouth (1965) novelette by Roger Zelazny,- ""Repent, Harlequin!"" Said the Ticktockman (1965) shortstory by Harlan Ellison,- He Who Shapes (1965) novella by Roger Zelazny,- Aye, and Gomorrah ... (1967) shortstory by Samuel R. Delany,- Passengers (1968) shortstory by Robert Silverberg,- Behold the Man (1966) novella by Michael Moorcock,- When It Changed (1972) shortstory by Joanna Russ,- Gonna Roll the Bones (1967) novelette by Fritz Leiber,- Dragonrider (1967) novella by Anne McCaffrey,- Love Is the Plan the Plan Is Death (1973) shortstory by James Tiptree, Jr.,- Time Considered as a Helix of Semi-Precious Stones (1968) novelette by Samuel R. Delany,- A Boy and His Dog (1969) novella by Harlan Ellison,- The Day Before the Revolution (1974) shortstory by Ursula K. Le Guin,- Slow Sculpture (1970) novelette by Theodore Sturgeon,- Houston, Houston, Do You Read? (1976) novella by James Tiptree, Jr.,- Catch That Zeppelin! (1975) shortstory by Fritz Leiber,- Of Mist, and Grass, and Sand (1973) novelette by Vonda N. McIntyre,- The Persistence of Vision (1978) novella by John Varley,- Grotto of the Dancing Deer (1980) shortstory by Clifford D. Simak,- Sandkings (1979) novelette by George R. R. Martin,- Jeffty Is Five (1977) shortstory by Harlan Ellison","Ben Bova,Samuel R. Delany,Harlan Ellison,Ursula K. Le Guin,Fritz Leiber,George R.R. Martin,Anne McCaffrey,Vonda N. McIntyre,Michael Moorcock,Joanna Russ,Robert Silverberg,Clifford D. Simak,Theodore Sturgeon,James Tiptree Jr.,John Varley,Roger Zelazny",Paperback,312931751,593,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335721118l/1005239.jpg
Cowboy Fever,"Psychology,Religion,Buddhism,Nonfiction,Spirituality","""She thought she had it all..."", A modeling contract with Wrangler got this Miss Rodeo Wyoming a first-class ticket out of town, but somewhere along the way Jodi Brand lost her soul. When she gets back to her hometown, her childhood friend Teague Treadwell's rugged cowboy charm hits her like a ton of bricks... , ""He believed he wasn't good enough..."", Teague is convinced Jodi's success lifted her out of his reach. Now he's got to shed his bad boy image to be worthy of the girl next door... , But whoever heard of a beauty queen settling for a down and dirty cowboy...",Joanne Kennedy,Paperback,1402251416,393,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347545086l/10052461.jpg
The Great Race,"Romance,M M Romance,Contemporary,Sociology,Abuse,LGBT,Gay,M M Romance,M M Contemporary,Romance,LGBT,Dark","Nate Tortoise is tired of living in the shadow of Lever Lapin. He can't go anywhere or do anything without hearing about the great exploits of that pesky hare. And Lever's head has grown to match the size of his entourage. It isn't until Nate challenges Lever to a race that this hare is put in his place . . . giving new meaning to the phrase ""slow and steady wins the race."" Kevin O'Malley fans will cheer all the way to the finish line for this clever twist on the beloved fable.",Kevin O'Malley,Hardcover,802721583,32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312075084l/10052464.jpg
A History of Anthropological Theory,,"This overview of the history of anthropological theory provides a comprehensive history from antiquity through to the twenty-first century, with a focus on the twentieth century and beyond. Unlike other volumes, it also offers a four-field introduction to theory. As a stand-alone text, or used in conjunction with the companion volume ""Readings for a History of Anthropological Theory,"" Erickson and Murphy offer a comprehensive, affordable, and contemporary introduction to anthropological theory.,The third edition has been updated and fully revised throughout to closely parallel the presentation in the companion reader, making it easier to use both books in tandem. New original essays by contemporary theorists bring theories to life, and portraits of important theorists make it a handsome volume. Sources and suggested readings have been updated, and glossary definitions have been updated, streamlined, and standardized.","Paul A. Erickson,Liam D. Murphy",Paperback,1551115263,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385445767l/1005270.jpg
Indigenism: Ethnic Politics In Brazil,"Couture,Fashion,Biography","Indigenous people comprise only 0.2% of Brazil's population, yet occupy a prominent role in the nation's consciousness. In her important and passionate new book, anthropologist Alcida Ramos explains this irony, exploring Indian and non-Indian attitudes about interethnic relations. Ramos contends that imagery about indigenous people reflects an ambivalence Brazil has about itself as a nation, for Indians reveal Braziliansâ€™ contradiction between their pride in ethnic pluralism and desire for national homogeneity.,Â Â Â  Based on her more than thirty years of fieldwork and activism on behalf of the Yanomami Indians, Ramos explains the complex ideology called indigenism. She evaluates its meaning through the relations of Brazilian Indians with religious and lay institutions, non-governmental organizations, official agencies such as the National Indian Foundation as well as the very discipline of anthropology. Ramos not only examines the imagery created by Brazilians of European descentâ€”members of the Catholic church, government officials, the army and the state agency for Indian affairsâ€”she also scrutinizes Indians' own self portrayals used in defending their ethnic rights against the Brazilian state. ,Â Â Â  Ramosâ€™ thoughtful and complete analysis of the relation between indigenous people of Brazil and the state will be of great interest to lawmakers and political theorists, environmental and civil rights activists, developmental specialists and policymakers, and those concerned with human rights in Latin America.",Alcida Rita Ramos,Paperback,299160440,368,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328828841l/1005276.jpg
